,id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
28199,66471184,10000.0, 60 months,8.38,B,B1,Accountant,2 years,RENT,55000.0,Dec-15,Fully Paid,major_purchase,CA,770.0
471959,129043376,24000.0, 36 months,6.72,A,A3,Applications Analyst,3 years,RENT,95000.0,Feb-18,Fully Paid,debt_consolidation,PA,695.0
1030052,73629972,20000.0, 36 months,7.89,A,A5,,,OWN,115000.0,Mar-16,Fully Paid,credit_card,TX,705.0
458170,129150856,21000.0, 36 months,6.71,A,A3,nurse,1 year,MORTGAGE,120000.0,Mar-18,Current,debt_consolidation,CA,705.0
858483,136390103,4000.0, 36 months,30.84,G,G2,lead man,7 years,RENT,35000.0,Jul-18,Current,other,OH,700.0
453575,129403490,20000.0, 60 months,12.61,C,C1,Conference Administrator,1 year,RENT,51000.0,Mar-18,Charged Off,debt_consolidation,NY,710.0
236698,53454554,9000.0, 36 months,6.24,A,A2,teacher,8 years,MORTGAGE,55000.0,Jul-15,Fully Paid,home_improvement,KY,785.0
336563,43985769,15000.0, 60 months,10.99,B,B4,Speech-Language Pathologist-Supervisor,2 years,RENT,80000.0,Apr-15,Late (31-120 days),credit_card,TX,690.0
353291,42485337,24725.0, 60 months,18.84,E,E2,Accountant,3 years,MORTGAGE,49587.0,Mar-15,Fully Paid,debt_consolidation,AZ,660.0
1045072,72564557,5000.0, 36 months,10.75,B,B4,Director of Member & Staff Services,5 years,RENT,50000.0,Feb-16,Charged Off,debt_consolidation,TX,675.0
613171,113446344,8000.0, 36 months,12.62,C,C1,Customer Service Agent,9 years,RENT,65000.0,Jul-17,Fully Paid,debt_consolidation,GA,665.0
669724,81170204,14000.0, 60 months,18.99,D,D4,Patient Service Rep,10+ years,MORTGAGE,30000.0,Jun-16,Current,debt_consolidation,IL,700.0
266911,50516331,10000.0, 36 months,9.17,B,B2,Spanish teacher,3 years,RENT,41000.0,Jun-15,Fully Paid,debt_consolidation,NC,680.0
14189,67308626,35000.0, 60 months,12.59,C,C2,Commercial lender,< 1 year,MORTGAGE,148000.0,Dec-15,Fully Paid,credit_card,PA,690.0
826223,137420416,14000.0, 60 months,16.91,C,C5,Ophthalmic Imaging Technician,8 years,RENT,41500.0,Aug-18,Current,credit_card,NC,675.0
1004106,75321564,12800.0, 36 months,11.47,B,B5,Police officer ,10+ years,RENT,90000.0,Mar-16,Fully Paid,debt_consolidation,HI,740.0
656561,83767579,1500.0, 36 months,10.99,B,B4,Supervisor,3 years,RENT,37500.0,Jun-16,Fully Paid,debt_consolidation,CA,715.0
893115,111091479,35000.0, 36 months,7.35,A,A4,Teacher,1 year,MORTGAGE,71000.0,Jun-17,Fully Paid,debt_consolidation,VA,765.0
716129,78268576,30000.0, 36 months,11.99,C,C1,Fellow physician,< 1 year,RENT,100000.0,Apr-16,Fully Paid,debt_consolidation,MI,720.0
585939,115689155,25000.0, 60 months,20.0,D,D4,Police Officer,10+ years,OWN,83000.0,Aug-17,Fully Paid,debt_consolidation,PA,670.0
843085,137435092,25000.0, 60 months,27.27,E,E5,HR business partner II,4 years,RENT,61818.0,Jul-18,Current,debt_consolidation,TX,680.0
492145,127976278,19000.0, 36 months,14.08,C,C3,ER Nurse,1 year,MORTGAGE,51000.0,Jan-18,Current,debt_consolidation,SC,730.0
490525,128062425,10000.0, 36 months,10.91,B,B4,Regional Sales Manager,2 years,MORTGAGE,175000.0,Feb-18,Current,home_improvement,AL,695.0
988944,76021387,24000.0, 60 months,6.97,A,A3,Applications Specialist,1 year,MORTGAGE,98000.0,Mar-16,Fully Paid,vacation,GA,775.0
957448,106436936,9600.0, 36 months,7.49,A,A4,Manager,10+ years,MORTGAGE,107504.0,Apr-17,Current,debt_consolidation,NV,715.0
518059,126764706,12000.0, 36 months,9.44,B,B1,Director of Development,< 1 year,RENT,92000.0,Jan-18,Current,credit_card,IL,660.0
76861,63702624,25000.0, 60 months,18.2,E,E1,Info Security Analyst,4 years,OWN,105000.0,Nov-15,Fully Paid,debt_consolidation,AZ,690.0
1020109,74011472,8000.0, 36 months,8.39,B,B1,Authorization Rep,4 years,MORTGAGE,30000.0,Mar-16,Fully Paid,home_improvement,CO,665.0
843879,137425421,20000.0, 60 months,12.73,B,B5,Desktop Technician,2 years,RENT,81000.0,Jul-18,Current,debt_consolidation,NJ,665.0
966959,105669907,15000.0, 36 months,8.24,B,B1,CEO ,2 years,OWN,75000.0,Apr-17,Current,credit_card,CA,740.0
680847,77961705,10000.0, 60 months,16.29,D,D1,Science Teacher,10+ years,RENT,44000.0,Jun-16,Current,debt_consolidation,NJ,680.0
281583,48615784,24000.0, 60 months,17.57,D,D4,Dockbuilder 1556,6 years,RENT,100000.0,May-15,Charged Off,home_improvement,NJ,675.0
464090,129067980,24350.0, 36 months,20.0,D,D4,sales,10+ years,OWN,80600.0,Feb-18,Current,debt_consolidation,MN,735.0
833177,137633933,6000.0, 36 months,14.47,C,C2,Assistant Director - Technical Research,10+ years,RENT,130000.0,Aug-18,Current,moving,NY,700.0
438634,130135183,12500.0, 60 months,7.96,A,A5,Account Manager,1 year,OWN,57000.0,Mar-18,Current,credit_card,TX,740.0
230,68476512,8000.0, 36 months,6.99,A,A3,Registered Nurse ,1 year,MORTGAGE,80000.0,Dec-15,Fully Paid,credit_card,PA,740.0
94971,63144610,7000.0, 36 months,11.53,B,B5,heavy equipment operator ,3 years,RENT,65000.0,Oct-15,Fully Paid,debt_consolidation,NV,675.0
75073,63958371,30000.0, 60 months,13.18,C,C3,Economic Development Specialist,10+ years,MORTGAGE,86574.0,Nov-15,Current,credit_card,MO,700.0
738376,76294341,10000.0, 36 months,8.39,B,B1,Senior Associate ,6 years,RENT,53000.0,Apr-16,Fully Paid,credit_card,IL,675.0
607162,115208572,8000.0, 36 months,23.88,E,E2,Corrections officer,3 years,RENT,50000.0,Aug-17,Fully Paid,debt_consolidation,OH,660.0
956099,106326684,18000.0, 36 months,8.24,B,B1,Consultant,< 1 year,RENT,180000.0,Apr-17,Current,credit_card,NC,720.0
30019,65844348,9300.0, 36 months,16.55,D,D2,Senior Employee Relations Officer,< 1 year,MORTGAGE,105404.0,Dec-15,Fully Paid,debt_consolidation,MD,685.0
762238,139555841,22000.0, 60 months,12.73,B,B5,Assistant Terminal Manager ,10+ years,RENT,75000.0,Sep-18,Current,debt_consolidation,NJ,780.0
795549,139186284,15600.0, 60 months,14.47,C,C2,Engineer,2 years,RENT,71000.0,Aug-18,Current,credit_card,FL,680.0
470545,129074643,20000.0, 36 months,7.97,A,A5,Technical Account Manager,6 years,MORTGAGE,75000.0,Feb-18,Current,home_improvement,FL,710.0
159150,59070262,2500.0, 36 months,13.99,C,C4,,,RENT,18924.0,Aug-15,Fully Paid,medical,CA,710.0
328767,44755236,11500.0, 60 months,11.53,B,B5,Draft Beer Specialist,< 1 year,RENT,52000.0,Apr-15,Fully Paid,debt_consolidation,CA,695.0
209233,55121323,20000.0, 36 months,14.65,C,C5,Maintenance,10+ years,RENT,57000.0,Jul-15,Fully Paid,debt_consolidation,CA,665.0
558011,117241889,11200.0, 60 months,17.09,D,D1,Medical Assistant,< 1 year,OWN,36000.0,Sep-17,Current,debt_consolidation,NJ,670.0
637095,112989795,28800.0, 36 months,5.32,A,A1,Manager,10+ years,MORTGAGE,180000.0,Jul-17,Current,home_improvement,PA,780.0
131741,60771540,16000.0, 36 months,10.99,B,B4,Crew Leader,3 years,RENT,63000.0,Sep-15,Fully Paid,credit_card,CA,680.0
158131,59259501,15000.0, 60 months,18.25,E,E1,Project Coordinator,2 years,RENT,43000.0,Aug-15,Current,debt_consolidation,GA,700.0
559092,118118862,10000.0, 36 months,23.88,E,E2,Driver,10+ years,RENT,44200.0,Sep-17,Current,debt_consolidation,NH,660.0
1046641,72694511,18200.0, 36 months,10.75,B,B4,Assistant manager,10+ years,OWN,64000.0,Feb-16,Charged Off,debt_consolidation,NY,675.0
176511,57883778,13000.0, 36 months,13.33,C,C3,Maintenance,10+ years,MORTGAGE,54000.0,Aug-15,Fully Paid,credit_card,NC,665.0
166595,57764004,28000.0, 36 months,6.89,A,A3,delivery driver,10+ years,RENT,80000.0,Aug-15,Fully Paid,credit_card,CT,710.0
511044,127053202,16000.0, 60 months,18.06,D,D2,Production Manager,10+ years,MORTGAGE,110000.0,Jan-18,Current,debt_consolidation,NC,700.0
29913,65683018,6000.0, 36 months,12.59,C,C2,legal assistant ,1 year,MORTGAGE,47500.0,Dec-15,Fully Paid,debt_consolidation,WI,705.0
787515,138583263,12000.0, 60 months,10.47,B,B2,Computer ordering ,8 years,RENT,44000.0,Sep-18,Current,credit_card,CT,720.0
830568,136970032,36700.0, 60 months,15.02,C,C3,Pharmacist,2 years,MORTGAGE,120000.0,Aug-18,Current,debt_consolidation,AZ,725.0
296158,47210822,4200.0, 36 months,11.53,B,B5,,,OWN,14500.0,May-15,Fully Paid,debt_consolidation,OR,675.0
293289,47979186,12000.0, 60 months,14.65,C,C5,Driver,10+ years,MORTGAGE,50000.0,May-15,Fully Paid,home_improvement,MI,695.0
499887,127178376,18000.0, 36 months,6.72,A,A3,Director of Nursing ,10+ years,MORTGAGE,86000.0,Jan-18,Current,debt_consolidation,IN,785.0
656814,83658200,14075.0, 60 months,18.99,D,D3,,,RENT,32000.0,Jun-16,Charged Off,debt_consolidation,TX,680.0
88555,63347021,15000.0, 36 months,10.99,B,B4,Teacher,3 years,RENT,90000.0,Oct-15,Charged Off,credit_card,CA,680.0
601069,114227841,10000.0, 36 months,9.93,B,B2,retail,10+ years,OWN,75000.0,Aug-17,Current,home_improvement,CA,685.0
393721,39541478,6400.0, 36 months,10.49,B,B3,Construction Worker,10+ years,OWN,38000.0,Feb-15,Fully Paid,debt_consolidation,MD,680.0
551665,119195074,8000.0, 36 months,7.07,A,A2,Account Executive,2 years,MORTGAGE,125000.0,Sep-17,Fully Paid,credit_card,UT,740.0
908653,109077749,6400.0, 36 months,23.88,E,E2,,,MORTGAGE,50000.0,Jun-17,Charged Off,debt_consolidation,CA,665.0
68467,64781216,16000.0, 36 months,5.32,A,A1,Athletic Trainer/ teacher,10+ years,MORTGAGE,98000.0,Nov-15,Fully Paid,credit_card,VA,750.0
934520,108074468,35000.0, 36 months,7.97,A,A5,Physician,1 year,RENT,385000.0,May-17,Fully Paid,small_business,TX,660.0
893287,111070165,13000.0, 36 months,15.05,C,C4,Firefighter,10+ years,RENT,110000.0,Jun-17,Charged Off,debt_consolidation,CA,660.0
1004198,75102688,10000.0, 36 months,8.39,B,B1,Engineer tech,1 year,RENT,65000.0,Mar-16,Fully Paid,credit_card,CA,680.0
619737,113952270,35000.0, 60 months,17.09,D,D1,Vice President of Business Development,2 years,MORTGAGE,142000.0,Jul-17,Current,credit_card,WA,710.0
998683,75325376,17500.0, 36 months,6.97,A,A3,Admin,10+ years,MORTGAGE,55000.0,Mar-16,Current,debt_consolidation,LA,760.0
305040,46814464,20000.0, 60 months,14.65,C,C5,Program Director,10+ years,MORTGAGE,80000.0,Apr-15,Fully Paid,debt_consolidation,LA,660.0
310270,46538139,3550.0, 36 months,13.33,C,C3,,,OWN,53000.0,May-15,Fully Paid,home_improvement,NJ,690.0
956045,107072755,7275.0, 36 months,12.74,C,C1,Practice Coordinator,2 years,MORTGAGE,44782.0,Apr-17,Fully Paid,debt_consolidation,CA,670.0
661216,81701147,2800.0, 36 months,23.99,E,E2,Engineering Tech,10+ years,MORTGAGE,42000.0,Jun-16,Fully Paid,debt_consolidation,AL,695.0
332855,44017142,15000.0, 36 months,12.69,C,C2,music director,10+ years,RENT,76000.0,Apr-15,Fully Paid,debt_consolidation,CA,710.0
14203,67398705,35000.0, 60 months,12.59,C,C2,PMO,8 years,MORTGAGE,180000.0,Dec-15,Fully Paid,debt_consolidation,NE,705.0
306418,46672289,14000.0, 36 months,8.18,B,B1,Childcare Director,9 years,MORTGAGE,50000.0,Apr-15,Charged Off,credit_card,MA,725.0
443196,130077126,7000.0, 36 months,7.34,A,A4,Sales,10+ years,RENT,55000.0,Mar-18,Current,debt_consolidation,TX,740.0
754570,140840732,35000.0, 36 months,30.94,G,G4,Privacy Analyst Manager ,1 year,MORTGAGE,172000.0,Sep-18,Current,debt_consolidation,OR,670.0
211056,55260345,19000.0, 36 months,8.18,B,B1,Human Resource Manager,10+ years,MORTGAGE,109000.0,Jul-15,Fully Paid,debt_consolidation,NC,660.0
14282,67298610,7500.0, 36 months,6.89,A,A3,VP Finance and IT,1 year,RENT,190000.0,Dec-15,Fully Paid,car,NC,690.0
524085,126520872,10000.0, 60 months,20.0,D,D4,cashier,8 years,RENT,28000.0,Jan-18,Current,credit_card,FL,680.0
529802,119963398,15000.0, 36 months,10.42,B,B3,Supervisor,10+ years,MORTGAGE,38000.0,Sep-17,Current,debt_consolidation,FL,785.0
470116,129005000,9000.0, 36 months,6.72,A,A3,Lead Signal,6 years,OWN,50000.0,Feb-18,Fully Paid,home_improvement,KY,725.0
1024014,73509770,7425.0, 36 months,11.47,B,B5,Server,1 year,MORTGAGE,51000.0,Mar-16,Fully Paid,debt_consolidation,WA,675.0
325002,44786581,20000.0, 60 months,9.17,B,B2,Supervisor,10+ years,MORTGAGE,120000.0,Apr-15,Current,debt_consolidation,TX,745.0
954684,106875768,12000.0, 36 months,11.44,B,B4,Medical Laboratory Technician,2 years,RENT,40000.0,Apr-17,Fully Paid,debt_consolidation,MS,680.0
36637,65617799,24000.0, 60 months,12.59,C,C2,Store Manager,10+ years,MORTGAGE,130000.0,Dec-15,Current,credit_card,NC,660.0
173592,58140345,20000.0, 60 months,17.86,D,D5,warehouse associate,7 years,RENT,57005.03,Aug-15,Charged Off,major_purchase,PA,660.0
727015,77377119,7500.0, 36 months,11.99,C,C1,Sales associate,7 years,RENT,23000.0,Apr-16,Fully Paid,credit_card,NJ,660.0
903153,109709670,22000.0, 60 months,30.84,G,G2,Detention Supervisor,10+ years,RENT,85000.0,Jun-17,Charged Off,credit_card,CA,690.0
939111,108464169,10000.0, 36 months,7.21,A,A3,Maintenance Mechanic,1 year,OWN,50000.0,May-17,Current,credit_card,TN,740.0
650724,111838018,36500.0, 60 months,15.05,C,C4,Integrated Advisor Fulfillment & Service,10+ years,OWN,73000.0,Jul-17,Current,debt_consolidation,CA,685.0
298010,47018368,8000.0, 36 months,16.55,D,D2,Insurnace Verification,< 1 year,RENT,24960.0,May-15,Fully Paid,debt_consolidation,FL,660.0
163489,58734213,5500.0, 36 months,6.24,A,A2,Remittance Processing,3 years,OWN,60000.0,Sep-15,Fully Paid,credit_card,IL,795.0
554883,118637631,25000.0, 36 months,15.05,C,C4,SALES DIRECTOR,10+ years,RENT,127500.0,Sep-17,Fully Paid,credit_card,NY,700.0
992513,75230633,8000.0, 36 months,10.75,B,B4,truck driver,7 years,OWN,56000.0,Mar-16,Fully Paid,debt_consolidation,NJ,660.0
7723,67409249,17700.0, 36 months,16.55,D,D2,,,MORTGAGE,53000.0,Dec-15,Charged Off,credit_card,NY,660.0
372999,41069800,20000.0, 36 months,7.89,A,A5,manager,10+ years,RENT,60000.0,Mar-15,Fully Paid,credit_card,CA,705.0
919589,109678579,3200.0, 36 months,12.62,C,C1,U/C contract clerk,10+ years,RENT,55000.0,May-17,Current,major_purchase,CA,720.0
771101,140281598,15000.0, 36 months,7.84,A,A4,Specialist IT Process Management,4 years,RENT,80000.0,Sep-18,Current,credit_card,OH,660.0
680464,81345016,34500.0, 36 months,18.25,D,D3,Staff Sergeant,10+ years,MORTGAGE,75000.0,Jun-16,Charged Off,debt_consolidation,HI,665.0
400146,805475,15000.0, 36 months,15.99,D,D2,Manager Project Management,2 years,MORTGAGE,108000.0,Jan-15,Fully Paid,other,NC,670.0
513287,126704538,20000.0, 60 months,9.93,B,B2,Chef,5 years,RENT,55000.0,Jan-18,Current,other,FL,745.0
1015810,74754377,10000.0, 36 months,8.39,B,B1,Track Foreman,10+ years,MORTGAGE,69156.48,Mar-16,Fully Paid,debt_consolidation,TX,670.0
65236,65087692,9000.0, 36 months,9.99,B,B3,Sales Mgr,7 years,MORTGAGE,56000.0,Nov-15,Fully Paid,home_improvement,TX,705.0
562657,118170743,10400.0, 60 months,9.93,B,B2,teacher,5 years,RENT,67000.0,Sep-17,Fully Paid,credit_card,CA,705.0
176606,57378383,23500.0, 60 months,9.99,B,B3,Sales Manger,< 1 year,RENT,153000.0,Aug-15,Fully Paid,credit_card,CA,695.0
449547,129738536,12000.0, 36 months,7.34,A,A4,Social work supervisor ,10+ years,MORTGAGE,92000.0,Mar-18,Current,debt_consolidation,CT,700.0
99341,62579314,12025.0, 36 months,15.61,D,D1,Assistant Store Manager,7 years,MORTGAGE,50000.0,Oct-15,Fully Paid,credit_card,NC,715.0
950496,106456197,12100.0, 60 months,26.24,E,E5,,,OWN,27500.0,May-17,Current,debt_consolidation,AZ,705.0
605768,114186586,10500.0, 60 months,15.05,C,C4,mechanic,8 years,MORTGAGE,70000.0,Aug-17,Current,car,GA,670.0
945727,107315920,12000.0, 36 months,8.24,B,B1,Manager,10+ years,MORTGAGE,59000.0,May-17,Fully Paid,debt_consolidation,TX,740.0
887029,110976625,40000.0, 60 months,26.3,E,E5,Managing Director,7 years,MORTGAGE,142000.0,Jun-17,Current,debt_consolidation,IL,690.0
334105,44137985,3325.0, 36 months,12.69,C,C2,Radiology Technologist,10+ years,MORTGAGE,49000.0,Apr-15,Fully Paid,debt_consolidation,FL,670.0
618033,113558578,11200.0, 36 months,5.32,A,A1,Visa Coordinator,10+ years,OWN,58060.0,Jul-17,Current,home_improvement,CA,745.0
997036,75313950,35000.0, 60 months,21.18,E,E3,Acoustic Survey Specialist,10+ years,MORTGAGE,105000.0,Mar-16,Charged Off,debt_consolidation,TX,700.0
529538,120044942,7000.0, 36 months,14.08,C,C3,Mechanic,10+ years,MORTGAGE,86256.0,Sep-17,Current,home_improvement,FL,670.0
731872,76292946,15000.0, 60 months,19.99,E,E1,Machinist,4 years,OWN,68000.0,Apr-16,Fully Paid,major_purchase,OK,670.0
576427,117229813,2000.0, 36 months,7.97,A,A5,Curator,10+ years,MORTGAGE,88500.0,Aug-17,Fully Paid,home_improvement,PA,680.0
1014188,74526679,24000.0, 36 months,12.99,C,C2,Manager,3 years,RENT,85500.0,Mar-16,Fully Paid,debt_consolidation,VA,700.0
994769,75548277,5925.0, 36 months,16.29,D,D1,Manager/beauty salon,6 years,MORTGAGE,60000.0,Mar-16,Charged Off,credit_card,TX,670.0
693555,78568967,31125.0, 36 months,13.67,C,C3,Owner/President,10+ years,OWN,107561.69,May-16,Current,debt_consolidation,CO,725.0
257749,51446197,10000.0, 36 months,7.89,A,A5,Carpenter,< 1 year,MORTGAGE,38000.0,Jun-15,Fully Paid,debt_consolidation,VA,685.0
986567,75961242,2800.0, 36 months,11.99,C,C1,Inventory control analyst,8 years,OWN,69000.0,Mar-16,Fully Paid,moving,CA,695.0
969535,105111798,20000.0, 36 months,5.32,A,A1,Sales Executive,10+ years,MORTGAGE,450000.0,Apr-17,Current,debt_consolidation,CA,735.0
401734,39469130,7200.0, 36 months,8.19,A,A5,Benefits Specialist,9 years,RENT,41000.0,Jan-15,Fully Paid,credit_card,CA,745.0
102035,62316561,18000.0, 36 months,9.17,B,B2,iOS Software Engineer,1 year,RENT,96400.0,Oct-15,Charged Off,debt_consolidation,CA,665.0
374607,40929391,10650.0, 36 months,15.61,D,D1,Cleanroom Associate,5 years,RENT,23295.17,Feb-15,Fully Paid,debt_consolidation,NY,700.0
586784,115489529,6000.0, 36 months,13.59,C,C2,Teacher,5 years,OWN,65000.0,Aug-17,Fully Paid,debt_consolidation,CA,690.0
155435,59271985,11200.0, 60 months,13.99,C,C4,Billing specialist ,10+ years,RENT,33000.0,Aug-15,Charged Off,debt_consolidation,RI,730.0
120156,61309595,6575.0, 36 months,16.55,D,D2,Retail Sales Consultant,3 years,MORTGAGE,75000.0,Oct-15,Fully Paid,debt_consolidation,AL,715.0
279165,46702644,35000.0, 60 months,19.19,E,E3,Technical Sales,2 years,MORTGAGE,125000.0,May-15,Fully Paid,credit_card,IN,715.0
29146,66492501,16200.0, 36 months,18.99,E,E3,Courier,3 years,RENT,54000.0,Dec-15,Charged Off,debt_consolidation,MD,685.0
228209,54315349,14000.0, 36 months,10.99,B,B4,wharehouse manager,10+ years,RENT,36464.0,Jul-15,Charged Off,debt_consolidation,GA,660.0
540941,119374276,12000.0, 36 months,23.88,E,E2,Teacher,< 1 year,MORTGAGE,58000.0,Sep-17,Fully Paid,small_business,IN,730.0
731627,77231577,7000.0, 36 months,5.32,A,A1,Executive Director,2 years,OWN,265000.0,Apr-16,Fully Paid,major_purchase,TX,790.0
187802,57244251,1500.0, 36 months,12.69,C,C2,Over night stocker,10+ years,MORTGAGE,35000.0,Jul-15,Charged Off,debt_consolidation,AR,740.0
175187,57794091,16875.0, 60 months,15.61,D,D1,nurse,10+ years,MORTGAGE,48000.0,Aug-15,Current,credit_card,CT,660.0
952400,107146429,35000.0, 36 months,11.39,B,B3,Strategic Manager,6 years,MORTGAGE,100000.0,Apr-17,Current,credit_card,FL,715.0
530412,120110144,12000.0, 36 months,10.42,B,B3,Aircraft technician ,10+ years,RENT,100000.0,Sep-17,Current,debt_consolidation,CA,660.0
782806,138520726,15000.0, 60 months,13.56,C,C1,Insurance Agent,2 years,RENT,39000.0,Sep-18,Current,debt_consolidation,FL,700.0
835892,136526450,30000.0, 36 months,20.89,D,D4,Lead Technician,5 years,RENT,120000.0,Aug-18,Current,debt_consolidation,CA,690.0
301903,46808088,12500.0, 36 months,13.33,C,C3,"Manager, EHS Programs",< 1 year,RENT,73008.0,Apr-15,Charged Off,debt_consolidation,FL,665.0
100273,62217442,1500.0, 36 months,8.18,B,B1,Head of Product,2 years,RENT,95000.0,Oct-15,Fully Paid,credit_card,NY,720.0
950244,107068814,38400.0, 36 months,5.32,A,A1,Auditor,10+ years,OWN,171000.0,May-17,Fully Paid,debt_consolidation,NJ,775.0
747719,75911531,24000.0, 60 months,12.99,C,C2,MIS Director,10+ years,RENT,160000.0,Apr-16,Fully Paid,credit_card,NJ,660.0
860204,136636526,10000.0, 36 months,15.02,C,C3,system analyst,10+ years,MORTGAGE,89000.0,Jul-18,Current,credit_card,CT,690.0
563530,117845034,35000.0, 60 months,21.45,D,D5,Director of Student Services,10+ years,MORTGAGE,103000.0,Sep-17,Current,debt_consolidation,TX,685.0
614445,114337564,8000.0, 36 months,10.91,B,B4,Teacher,8 years,MORTGAGE,55000.0,Jul-17,Current,other,NJ,660.0
991887,75101470,5000.0, 36 months,5.32,A,A1,,,RENT,50000.0,Mar-16,Current,credit_card,PA,715.0
320113,45654421,17000.0, 36 months,12.29,C,C1,asst service manager,5 years,MORTGAGE,65000.0,Apr-15,Fully Paid,debt_consolidation,TN,670.0
185615,57234886,8000.0, 36 months,13.99,C,C4,Membership,4 years,RENT,33000.0,Aug-15,Fully Paid,debt_consolidation,IN,680.0
143138,60406406,16000.0, 36 months,12.69,C,C2,Operations Supervisor,2 years,OWN,59000.0,Sep-15,Fully Paid,debt_consolidation,CA,670.0
891935,111698546,35000.0, 60 months,9.44,B,B1,Accountant,6 years,RENT,170000.0,Jun-17,Current,debt_consolidation,NY,815.0
653949,84120165,7000.0, 36 months,10.99,B,B4,Quality Engineer,1 year,RENT,75000.0,Jun-16,Fully Paid,debt_consolidation,MI,660.0
116473,61521836,20000.0, 36 months,11.53,B,B5,TEACHER,10+ years,MORTGAGE,87000.0,Oct-15,Fully Paid,debt_consolidation,NY,705.0
198533,56040209,28250.0, 60 months,16.99,D,D3,Product Manage,10+ years,MORTGAGE,75000.0,Jul-15,Fully Paid,debt_consolidation,FL,680.0
175515,57664101,15000.0, 36 months,7.26,A,A4,Mechanic,9 years,OWN,65000.0,Aug-15,Fully Paid,debt_consolidation,WV,715.0
121553,60516433,8200.0, 36 months,12.69,C,C2,Teacher,5 years,RENT,36000.0,Oct-15,Fully Paid,credit_card,AZ,725.0
768789,139320221,36000.0, 36 months,7.84,A,A4,Senior Consultant,7 years,MORTGAGE,205000.0,Sep-18,Current,credit_card,FL,720.0
